EMPLOYEECODE,applied_day_of_week,applied_month,LVREASON,ADNLINFO,HALFDAY,LEAVECODE,leave_days,ELBALANCE,HPLBALANCE,total_past_leaves,approval_status
DS02191,6.0,10.0,NOT WELL,NONE,NO,CMC,3,312.0,248.0,176,1
DS02191,6.0,9.0,PERSONAL,NONE,NO,EL,2,311.0,272.0,176,1
DS02191,2.0,12.0,VISIT NATIVE,NONE,NO,EL,5,307.0,252.0,176,1
DS02191,5.0,6.0,MEDICAL,NONE,NO,CMC,2,315.0,190.0,176,1
DS02191,2.0,4.0,VISITING NATIVE PLACE,NONE,NO,EL,4,311.0,256.0,176,1
DS02191,2.0,3.0,COMMUTED,NONE,NO,CMC,5,315.0,198.0,176,1
DS02191,4.0,6.0,PERSONAL,NONE,NO,EL,5,305.0,278.0,176,1
DS02191,2.0,5.0,PERSONAL,NONE,NO,EL,3,308.0,246.0,176,1
DS02191,5.0,2.0,PERSONAL,NONE,NO,EL,5,310.0,242.0,176,1
DS02191,6.0,12.0,LTC TO HT,NONE,NO,EL,10,315.0,232.0,176,0
DS02191,6.0,12.0,LTC TO API,NONE,NO,EL,2,305.0,222.0,176,0
DS02191,5.0,5.0,PERSONAL,NONE,NO,EL,5,301.0,148.0,176,1
DS02191,3.0,3.0,URGENT DOMESTIC WORK,NONE,NO,EL,5,310.0,164.0,176,1
DS02191,5.0,6.0,UNWELL,NONE,NO,CMC,3,311.0,178.0,176,1
DS02191,3.0,10.0,VISIT NATIVE PLACE,NONE,NO,EL,3,304.0,174.0,176,1
DS02191,3.0,2.0,NOT WELL,NONE,NO,CMC,2,315.0,256.0,176,1
DS02191,4.0,6.0,PERSONAL WORK,NONE,NO,EL,3,302.0,278.0,176,1
DS02191,2.0,12.0,MEDICAL,NONE,NO,CMC,2,311.0,268.0,176,1
DS02191,2.0,12.0,PILGRIMAGE - SABARIMALAI,NONE,NO,EL,3,309.0,132.0,176,1
DS02191,5.0,1.0,PERSONAL WORK,NONE,NO,EL,2,309.0,212.0,176,1
DS02191,6.0,2.0,NOT WELL,NONE,NO,CMC,2,309.0,128.0,176,1
DS02191,5.0,1.0,PERSONAL,NONE,NO,EL,1,311.0,212.0,176,1
DS02191,3.0,12.0,LTC TO HT,NONE,NO,EL,3,304.0,252.0,176,1
DS02191,3.0,12.0,LTC TO HT,NONE,NO,LE,10,0.0,262.0,176,0
DS02191,6.0,6.0,PERSONAL,NONE,NO,EL,2,302.0,262.0,176,1
DS02191,4.0,10.0,NATIVE PLACE,NONE,NO,EL,3,312.0,252.0,176,1
DS02191,6.0,11.0,MOTHER-IN-LAW CEREMONY,NONE,NO,EL,12,303.0,154.0,176,1
DS02191,6.0,1.0,COLLEGE ADMISSION OF DAUGHTER,NONE,NO,EL,5,310.0,208.0,176,1
DS02191,6.0,1.0,PERSONAL,NONE,NO,EL,4,306.0,208.0,176,1
DS02191,5.0,8.0,MEDICAL GROUNDS,NONE,NO,CMC,4,305.0,185.0,176,1
DS02191,5.0,8.0,MEDICAL GROUDS,NONE,NO,CMC,6,305.0,173.0,176,1
DS02191,6.0,5.0,COUSIN SISTER MARRAIGE,NONE,NO,EL,3,310.0,198.0,176,1
DS02191,2.0,10.0,PERSONAL,NONE,NO,EL,3,312.0,254.0,176,1
DS02191,5.0,5.0,PERSONAL,NONE,NO,EL,1,308.0,128.0,176,1
DS02191,5.0,10.0,PERSONAL,NONE,NO,EL,2,310.0,288.0,176,1
DS02191,5.0,5.0,PERSONAL,NONE,NO,EL,1,307.0,128.0,176,1
DS02191,4.0,3.0,PERSONAL,NONE,NO,EL,5,310.0,278.0,176,1
DS02191,4.0,8.0,PERSONAL,NONE,NO,EL,5,310.0,138.0,176,1
DS02191,3.0,11.0,DAUGHTER MARRIAGE,NONE,NO,EL,5,306.0,256.0,176,1
DS02191,3.0,11.0,NOT WELL,NONE,NO,CMC,3,306.0,250.0,176,1
DS02191,4.0,12.0,SISTERS SON MARRIAGE,NONE,NO,EL,3,312.0,212.0,176,1
DS02191,5.0,6.0,LTC TO API,NONE,NO,EL,3,312.0,190.0,176,1
DS02191,5.0,7.0,BROTHER MARRIAGE,NONE,NO,EL,2,309.0,222.0,176,1
DS02191,2.0,8.0,PERSONAL,NONE,NO,EL,3,307.0,174.0,176,1
DS02191,4.0,12.0,TO VISIT SABARIMALA,NONE,NO,EL,19,291.0,138.0,176,1
DS02191,3.0,1.0,MEDICAL,NONE,NO,CMC,2,315.0,208.0,176,1
DS02191,4.0,12.0,MEDICAL LEAVE,NONE,NO,CMC,2,303.0,234.0,176,1
DS02191,7.0,7.0,VISIT NATIVE,NONE,NO,EL,2,311.0,222.0,176,1
DS02191,5.0,5.0,PERSONAL WORK,NONE,NO,EL,3,312.0,238.0,176,1
DS02191,6.0,4.0,MEDICAL,NONE,NO,CMC,8,311.0,246.0,176,1
DS02191,5.0,12.0,DAUGHTER MARRIAGE,NONE,NO,EL,12,303.0,246.0,176,1
DS02191,4.0,1.0,PERSONAL,NONE,NO,EL,4,300.0,250.0,176,1
DS02191,3.0,9.0,UNWELL,NONE,NO,CMC,2,315.0,154.0,176,1
DS02191,5.0,6.0,VISIT TO NATIVE PLACE,NONE,NO,EL,5,303.0,164.0,176,1
DS02191,3.0,12.0,PERSONAL WORK,NONE,NO,EL,2,298.0,242.0,176,1
DS02191,6.0,11.0,MEDICAL,NONE,NO,CMC,5,312.0,234.0,176,1
DS02191,6.0,11.0,MEDICAL,NONE,NO,CMC,2,312.0,244.0,176,1
DS02191,6.0,4.0,MARRIAGE AT NATIVE,NONE,NO,EL,3,310.0,244.0,176,1
DS02191,5.0,11.0,PERSONAL,NONE,NO,EL,1,313.0,256.0,176,1
DS02191,5.0,11.0,PERSONAL WORK,NONE,NO,EL,2,311.0,256.0,176,1
DS02191,7.0,12.0,NOT WELL,NONE,NO,CMC,2,303.0,242.0,176,1
DS02191,2.0,8.0,COMMUTED,NONE,NO,CMC,3,315.0,228.0,176,1
DS02191,4.0,5.0,DAUGHTER'S COLLEGE ADMISSION,NONE,NO,EL,2,308.0,164.0,176,1
DS02191,2.0,7.0,MEDICAL,NONE,NO,CMC,12,300.0,242.0,176,1
DS02191,3.0,5.0,PERSONAL WORK,NONE,NO,EL,2,313.0,222.0,176,1
DS02191,3.0,12.0,PERSONAL,NONE,NO,EL,4,302.0,268.0,176,1
DS02191,4.0,1.0,UNWELL,NONE,NO,EL,3,303.0,208.0,176,1
DS02191,4.0,1.0,UNWELL,NONE,NO,CMC,3,303.0,202.0,176,1
DS02191,4.0,1.0,UNWELL,NONE,NO,CMC,5,303.0,192.0,176,1
DS02191,1.0,3.0,PERSONAL,NONE,NO,EL,2,313.0,184.0,176,1
DS02191,6.0,6.0,TAKE DAUGHTER FOR MEDICAL,NONE,NO,EL,2,311.0,242.0,176,1
DS02191,3.0,5.0,TO ATTEND RELATIVES MARRIAGE,NONE,NO,EL,2,311.0,184.0,176,1
DS02191,6.0,9.0,SHIFTING OF RESIDENCE,NONE,NO,EL,5,310.0,188.0,176,1
DS02191,4.0,12.0,TO VISIT NATIVE PLACE,NONE,NO,EL,9,301.0,188.0,176,1
DS02191,3.0,6.0,PERSONAL,NONE,NO,EL,3,307.0,244.0,176,1
DS02191,3.0,6.0,WIFE NOT WELL,NONE,NO,EL,3,304.0,244.0,176,1
DS02191,5.0,2.0,DOMESTIC WORK,NONE,NO,EL,1,314.0,244.0,176,1
DS02191,6.0,12.0,PERSONAL,NONE,NO,EL,5,306.0,268.0,176,1
DS02191,5.0,12.0,PERSONAL,NONE,NO,EL,2,302.0,174.0,176,1
DS02191,5.0,2.0,PERSONAL WORK,NONE,NO,EL,1,313.0,244.0,176,1
DS02191,5.0,3.0,NOT WELL,NONE,NO,CMC,18,311.0,262.0,176,1
DS02191,6.0,12.0,MEDICAL,NONE,NO,CMC,10,303.0,202.0,176,1
DS02191,3.0,4.0,MEDICAL,NONE,NO,CMC,2,315.0,194.0,176,1
DS02191,2.0,10.0,VISIT NATIVE,NONE,NO,EL,3,312.0,288.0,176,1
DS02191,4.0,11.0,MEDICAL,NONE,NO,CMC,3,315.0,222.0,176,1
DS02191,4.0,7.0,PERSONAL,NONE,NO,EL,2,313.0,202.0,176,1
DS02191,6.0,7.0,VISIT OF NATIVE PLACE,NONE,NO,EL,5,310.0,174.0,176,1
DS02191,6.0,6.0,PERSONAL WORK,NONE,NO,EL,5,303.0,246.0,176,1
DS02191,3.0,12.0,LTC TO API,NONE,NO,EL,2,313.0,202.0,176,1
DS02191,3.0,12.0,MEDICAL LEAVE,NONE,NO,CMC,2,303.0,238.0,176,1
DS02278,6.0,5.0,UNKNOWN,NONE,NO,EL,1,22.0,10.0,109,1
DS02278,5.0,2.0,MEDICAL,NONE,NO,EMC,1344,142.0,100.0,109,1
DS02278,2.0,6.0,ENERGY TREATMENT,NONE,NO,EL,22,30.0,30.0,109,1
DS02278,2.0,6.0,ENERGY TREATEMENT,NONE,NO,HPL,3,15.0,14.0,109,0
DS02278,4.0,8.0,UNWELL,NONE,NO,EL,15,15.0,30.0,109,1
DS02278,4.0,8.0,UNWELL,NONE,NO,HPL,16,15.0,14.0,109,1
DS02278,6.0,4.0,UNWELL,NONE,NO,HPL,3,15.0,11.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,1,50.0,46.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,1,50.0,46.0,109,0
DS02278,3.0,11.0,SICK,NONE,NO,EL,1,49.0,46.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,3,46.0,46.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,HPL,46,46.0,0.0,109,1
DS02278,3.0,11.0,SOCK,NONE,NO,EOL,5,51.0,46.0,109,0
DS02278,3.0,11.0,SICK,NONE,NO,EL,2,39.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,3,36.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EOL,4,51.0,46.0,109,0
DS02278,2.0,7.0,NOT GIVEN,NONE,NO,EOL,30,0.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EOL,5,51.0,46.0,109,0
DS02278,3.0,11.0,SICK,NONE,NO,EL,4,23.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,2,21.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,2,19.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,2,17.0,0.0,109,1
DS02278,3.0,11.0,SOCK,NONE,NO,EL,2,15.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,1,14.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,1,13.0,0.0,109,1
DS02278,6.0,11.0,UNWELL,NONE,NO,EL,1,12.0,0.0,109,1
DS02278,6.0,11.0,UNWELL,NONE,NO,EL,1,11.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,5,41.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,4,32.0,0.0,109,1
DS02278,3.0,11.0,SICK,NONE,NO,EL,5,27.0,0.0,109,1
DS02278,4.0,6.0,UNWELL,NONE,NO,EOL,5,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,4,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,2,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,1,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,1,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,5,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,1,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,1,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,2,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,3,15.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EL,13,2.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EL,2,0.0,11.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,HPL,4,0.0,7.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,HPL,5,0.0,2.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,HPL,1,0.0,1.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,HPL,1,0.0,0.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,4,0.0,0.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,19,0.0,0.0,109,1
DS02278,4.0,6.0,PERSONAL,NONE,NO,EOL,30,0.0,0.0,109,1
DS02278,5.0,8.0,PERSONAL,NONE,NO,EOL,508,157.0,110.0,109,1
DS02278,4.0,6.0,UNWELL,NONE,NO,EOL,29,30.0,50.0,109,1
DS02278,6.0,8.0,UNWELL,NONE,NO,CMC,12,30.0,26.0,109,1
DS02278,5.0,7.0,UNWELL,NONE,NO,EL,9,21.0,26.0,109,1
DS02278,3.0,5.0,UNFELL,NONE,NO,EL,3,23.0,10.0,109,1
DS02278,2.0,4.0,SICK,NONE,NO,EL,11,31.0,30.0,109,1
DS02278,4.0,4.0,SICK,NONE,NO,EL,3,28.0,30.0,109,1
DS02278,2.0,5.0,SICK,NONE,NO,EL,2,26.0,30.0,109,1
DS02278,5.0,7.0,SICK,NONE,NO,EL,9,17.0,30.0,109,1
DS02278,6.0,8.0,SICK,NONE,NO,EOL,39,17.0,30.0,109,1
DS02278,3.0,10.0,SICK,NONE,NO,EOL,14,17.0,30.0,109,1
DS02278,2.0,11.0,SICK,NONE,NO,EOL,23,17.0,30.0,109,1
DS02278,3.0,12.0,SICK,NONE,NO,EL,5,12.0,30.0,109,1
DS02278,4.0,1.0,SICK,NONE,NO,EL,6,36.0,50.0,109,1
DS02278,6.0,9.0,PERSONAL,NONE,NO,EOL,36,157.0,110.0,109,1
DS02278,2.0,2.0,SICK,NONE,NO,EL,3,33.0,50.0,109,1
DS02278,5.0,3.0,SICK,NONE,NO,EL,3,30.0,50.0,109,1
DS02278,5.0,2.0,SICK,NONE,NO,EOL,14,36.0,50.0,109,1
DS02304,6.0,6.0,PERSONAL,NONE,NO,EL,1,301.0,276.0,315,1
DS02304,6.0,6.0,RELIGIOUS FUNCTION,NONE,NO,EL,1,307.0,276.0,315,1
DS02304,6.0,2.0,PERSONAL,NONE,NO,EL,4,291.0,112.0,315,1
DS02304,5.0,2.0,PERSONAL,NONE,NO,EL,2,313.0,184.0,315,1
DS02304,6.0,3.0,PERSONAL,NONE,NO,EL,4,287.0,112.0,315,1
DS02304,3.0,12.0,NOT WELL,NONE,NO,CMC,3,305.0,246.0,315,1
DS02304,6.0,12.0,PERSONAL,NONE,NO,EL,3,304.0,182.0,315,1
DS02304,2.0,7.0,TAKE CARE OF FATHER,NONE,NO,EL,3,302.0,204.0,315,1
DS02304,5.0,8.0,SON NOT WELL,NONE,NO,EL,1,311.0,214.0,315,1
DS02304,5.0,1.0,RELIGIOUS FUNCTION,NONE,NO,EL,1,300.0,240.0,315,1
DS02304,5.0,1.0,PERSONAL WORK,NONE,NO,EL,2,301.0,240.0,315,1
DS02304,6.0,3.0,SICK,NONE,NO,EL,2,307.0,308.0,315,1
DS02304,3.0,11.0,TAKE CARE OF FATHER,NONE,NO,EL,2,307.0,246.0,315,1
DS02304,4.0,4.0,PERSONAL WORK,NONE,NO,EL,1,310.0,276.0,315,1
DS02304,6.0,12.0,PERSONAL,NONE,NO,EL,1,305.0,174.0,315,1
DS02304,6.0,12.0,PERSONAL,NONE,NO,EL,1,304.0,174.0,315,1
DS02304,6.0,12.0,PERSONAL,NONE,NO,EL,1,303.0,174.0,315,1
DS02304,6.0,7.0,VISIT TO KANYAKUMARI/MADURAI,NONE,NO,EL,5,297.0,122.0,315,1
DS02304,3.0,8.0,PERSONAL WORK,NONE,NO,EL,1,309.0,182.0,315,1
DS02304,2.0,8.0,PEROSNAL,NONE,NO,EL,1,314.0,142.0,315,1
DS02304,2.0,8.0,PERSONAL,NONE,NO,EL,1,313.0,142.0,315,1
DS02304,6.0,7.0,PERSONAL WORK,NONE,NO,EL,1,303.0,256.0,315,1
DS02304,2.0,8.0,PERSONAL,NONE,NO,EL,5,308.0,142.0,315,1
DS02304,4.0,4.0,TAKE CARE OF FATHER,NONE,NO,EL,1,309.0,276.0,315,1
DS02304,3.0,6.0,PERSONAL,NONE,NO,EL,2,311.0,204.0,315,1
DS02304,6.0,7.0,TAKE CARE OF FATHER,NONE,NO,EL,1,302.0,256.0,315,1
DS02304,2.0,8.0,NOT WELL,NONE,NO,CMC,2,312.0,174.0,315,1
DS02304,2.0,8.0,PERSONAL,NONE,NO,EL,2,306.0,142.0,315,1
DS02304,6.0,7.0,PERSONAL,NONE,NO,EL,3,299.0,256.0,315,1
DS02304,2.0,8.0,PERSONAL,NONE,NO,EL,2,304.0,142.0,315,1
DS02304,5.0,5.0,PERSONAL,NONE,NO,EL,1,306.0,230.0,315,1
DS02304,2.0,2.0,PERSONAL,NONE,NO,EL,1,311.0,256.0,315,1
DS02304,3.0,5.0,PERSONAL,NONE,NO,EL,2,307.0,184.0,315,1
DS02304,6.0,1.0,PERSONAL,NONE,NO,EL,2,295.0,124.0,315,1
DS02304,2.0,2.0,FATHER HOSPITALISED,NONE,NO,EL,2,312.0,256.0,315,1
DS02304,2.0,11.0,NOT WELL,NONE,NO,CMC,7,310.0,200.0,315,1
DS02304,2.0,11.0,PERSONAL,NONE,NO,EL,1,310.0,214.0,315,1
DS02304,4.0,5.0,PERSONAL,NONE,NO,EL,1,308.0,132.0,315,1
DS02304,2.0,8.0,PERSONAL,NONE,NO,EL,1,312.0,178.0,315,1
DS02304,4.0,5.0,PERSONAL,NONE,NO,EL,2,306.0,132.0,315,1
DS02304,4.0,5.0,PERSONAL,NONE,NO,EL,2,304.0,132.0,315,1
DS02304,6.0,7.0,PERSONAL VISIT TO TAMIL NADU,NONE,NO,EL,3,311.0,194.0,315,1
DS02304,2.0,4.0,PERSONAL,NONE,NO,EL,2,311.0,184.0,315,1
DS02304,2.0,11.0,PERSONAL,NONE,NO,EL,1,302.0,142.0,315,1
DS02304,2.0,11.0,PERSONAL,NONE,NO,EL,2,300.0,142.0,315,1
DS02304,6.0,9.0,PERSONAL,NONE,NO,EL,4,300.0,134.0,315,1
DS02304,5.0,9.0,SONS MARRIAGE,NONE,NO,EL,4,311.0,262.0,315,1
DS02304,3.0,4.0,PERSONAL,NONE,NO,EL,1,300.0,192.0,315,1
DS02304,5.0,9.0,VIRAL FEVER,NONE,NO,CMC,3,311.0,256.0,315,1
DS02304,2.0,3.0,LTC TO NER,NONE,NO,EL,4,311.0,192.0,315,1
DS02304,3.0,4.0,PERSONAL,NONE,NO,EL,1,299.0,192.0,315,1
DS02304,2.0,1.0,PERSONEL,NONE,NO,EL,1,299.0,142.0,315,1
DS02304,5.0,3.0,SICK,NONE,NO,CMC,2,307.0,304.0,315,1
DS02304,3.0,4.0,PERSONAL,NONE,NO,EL,1,298.0,192.0,315,1
DS02304,4.0,12.0,FUNCTIONA T THIRPUR,NONE,NO,EL,1,280.0,102.0,315,1
DS02304,3.0,4.0,PERSONAL,NONE,NO,CMC,3,298.0,186.0,315,1
DS02304,2.0,3.0,LTC TO NER,NONE,NO,LE,10,301.0,192.0,315,1
DS02304,5.0,9.0,SICK,NONE,NO,CMC,11,315.0,262.0,315,1
DS02304,6.0,2.0,PERSONAL,NONE,NO,EL,1,314.0,204.0,315,1
DS02304,5.0,10.0,FATHER HOSPITALISED,NONE,NO,EL,3,306.0,220.0,315,1
DS02304,5.0,3.0,TAKE CARE OF FATHER,NONE,NO,EL,1,311.0,276.0,315,1
DS02304,5.0,7.0,MEDICAL,NONE,NO,CMC,9,298.0,168.0,315,1
DS02304,4.0,1.0,PERSONAL WORK,NONE,NO,EL,1,302.0,174.0,315,1
DS02304,5.0,7.0,PERSONAL,NONE,NO,EL,1,313.0,182.0,315,1
DS02304,4.0,2.0,PERSONAL,NONE,NO,EL,2,313.0,172.0,315,1
DS02304,5.0,10.0,PERSONAL,NONE,NO,EL,1,309.0,194.0,315,1
DS02304,3.0,1.0,TO TAKE MY FATHER HOSPITAL,NONE,NO,EL,3,295.0,220.0,315,1
DS02304,3.0,1.0,TAKE CARE OF MY FATHER,NONE,NO,EL,2,293.0,220.0,315,1
DS02304,5.0,7.0,PERSONAL,NONE,NO,EL,1,310.0,194.0,315,1
DS02304,3.0,9.0,PERSONAL WORK,NONE,NO,EL,2,307.0,240.0,315,1
DS02304,3.0,6.0,FAMILY FUNCTION,NONE,NO,EL,3,302.0,240.0,315,1
DS02304,3.0,6.0,PERSONAL,NONE,NO,EL,1,305.0,240.0,315,1
DS02304,3.0,12.0,SICKNESS,NONE,NO,EL,2,298.0,306.0,315,1
DS02304,3.0,6.0,PERSONAL WORK,NONE,NO,EL,1,306.0,240.0,315,1
DS02304,3.0,12.0,PERSONAL,NONE,NO,EL,1,297.0,306.0,315,1
DS02304,6.0,3.0,FATHER HOSPITALISED,NONE,NO,EL,2,310.0,296.0,315,1
DS02304,3.0,6.0,PERSONAL,NONE,NO,EL,1,301.0,240.0,315,1
DS02304,4.0,7.0,PERSONAL,NONE,NO,EL,1,303.0,132.0,315,1
DS02304,3.0,12.0,PERSONAL,NONE,NO,EL,1,296.0,306.0,315,1
DS02304,4.0,7.0,PERSONAL,NONE,NO,EL,3,300.0,132.0,315,1
DS02304,2.0,10.0,PERSONAL,NONE,NO,EL,1,310.0,306.0,315,1
DS02304,5.0,7.0,TAKE CARE OF SICK FATHER,NONE,NO,EL,2,313.0,286.0,315,1
DS02304,3.0,9.0,TO PERFORM POOJA,NONE,NO,EL,1,309.0,240.0,315,1
DS02304,5.0,4.0,TAKE CARE OF FATHER,NONE,NO,EL,1,308.0,276.0,315,1
DS02304,3.0,6.0,PERSONAL,NONE,NO,EL,3,299.0,184.0,315,1
DS02304,2.0,11.0,PERSONAL,NONE,NO,EL,1,309.0,174.0,315,1
DS02304,2.0,1.0,SUFFERING FROM FEVER,NONE,NO,CMC,2,311.0,308.0,315,1
DS02304,2.0,11.0,PERSONAL,NONE,NO,EL,3,306.0,174.0,315,1
DS02304,5.0,12.0,TO TAKE CARE OF MY FATHER,NONE,NO,EL,2,303.0,200.0,315,1
DS02304,3.0,7.0,TO TAKE CARE OF MY SISTER,NONE,NO,EL,3,303.0,210.0,315,1
DS02304,5.0,1.0,TO VISIT TIRUMALA,NONE,NO,EL,3,300.0,266.0,315,1
DS02304,3.0,7.0,PERSONAL WORK,NONE,NO,EL,1,302.0,210.0,315,1
DS02304,3.0,7.0,TO ATTEND RELIGIOUS FUNCTION,NONE,NO,EL,2,300.0,210.0,315,1
DS02304,4.0,3.0,PERSONAL,NONE,NO,EL,2,272.0,104.0,315,1
DS02304,3.0,5.0,PERSONAL,NONE,NO,EL,2,309.0,256.0,315,1
DS02304,6.0,1.0,PERSONAL VISIT TO MY NATIVE,NONE,NO,EL,3,300.0,200.0,315,1
DS02304,3.0,5.0,FIL HOSPITALISED,NONE,NO,EL,2,307.0,256.0,315,1
DS02304,3.0,5.0,FIL DEATH CEREMONY,NONE,NO,EL,1,306.0,256.0,315,1
DS02304,3.0,6.0,PERSONAL,NONE,NO,EL,1,310.0,204.0,315,1
DS02304,5.0,8.0,TAKE CARE OF FATHER,NONE,NO,EL,2,311.0,286.0,315,1
DS02304,5.0,1.0,TO VISIT TIRUPATI,NONE,NO,EL,3,294.0,122.0,315,1
DS02304,6.0,4.0,SELF SICK,NONE,NO,CMC,5,309.0,240.0,315,1
DS02304,3.0,1.0,TAKE CARE OF FATHER,NONE,NO,EL,2,200.0,286.0,315,1
DS02304,5.0,3.0,VISIT TO SEC'BAD,NONE,NO,EL,2,309.0,308.0,315,1
DS02304,2.0,12.0,PERSONAL,NONE,NO,EL,2,303.0,246.0,315,1
DS02304,2.0,7.0,PERSONAL,NONE,NO,EL,4,266.0,94.0,315,1
DS02304,3.0,7.0,FEVER,NONE,NO,CMC,3,315.0,284.0,315,1
DS02304,3.0,12.0,TAKE CARE OF MY FATHER,NONE,NO,EL,1,302.0,220.0,315,1
DS02304,2.0,1.0,VISIT NATIVE,NONE,NO,EL,2,300.0,194.0,315,1
DS02304,2.0,5.0,PERSONAL,NONE,NO,EL,1,304.0,230.0,315,1
DS02304,3.0,12.0,TAKE CARE OF MY FATHER,NONE,NO,EL,2,300.0,220.0,315,1
DS02304,4.0,5.0,SELF SICK,NONE,NO,EL,2,307.0,240.0,315,1
DS02304,3.0,12.0,TAKE CARE OF MY FATHER,NONE,NO,EL,1,299.0,220.0,315,1
DS02304,3.0,12.0,TAKE CARE OF MY FATHER,NONE,NO,EL,1,298.0,220.0,315,1
DS02304,4.0,12.0,PERSONNEL,NONE,NO,EL,1,303.0,142.0,315,1
DS02304,5.0,12.0,MOTHER EXPIRED,NONE,NO,EL,3,263.0,94.0,315,1
DS02304,3.0,8.0,PERSONAL,NONE,NO,EL,4,311.0,220.0,315,1
DS02304,4.0,11.0,MOTHER'S DEATH CEREMONY,NONE,NO,EL,3,282.0,114.0,315,1
DS02304,5.0,2.0,SICKENSS,NONE,NO,CMC,5,315.0,242.0,315,1
DS02304,3.0,8.0,FATHER SICK,NONE,NO,EL,2,309.0,220.0,315,1
DS02304,4.0,11.0,VISIT SHRI RAMCHANDRA MISSION,NONE,NO,EL,5,305.0,200.0,315,1
DS02304,6.0,7.0,PERSONAL,NONE,NO,EL,3,305.0,172.0,315,1
DS02304,5.0,6.0,PERSONAL,NONE,NO,EL,1,306.0,184.0,315,1
DS02304,3.0,5.0,PERSONAL,NONE,NO,EL,3,308.0,172.0,315,1
DS02304,4.0,6.0,TO VISIT NATIVE PLACE,NONE,NO,EL,2,308.0,204.0,315,1
DS02304,3.0,10.0,PERSONAL,NONE,NO,EL,3,297.0,134.0,315,1
DS02304,5.0,6.0,PERSONAL,NONE,NO,DN,3,0.0,184.0,315,0
DS02304,6.0,3.0,PERSONAL,NONE,NO,EL,2,305.0,304.0,315,1
DS02304,6.0,1.0,PERSONAL,NONE,NO,EL,1,309.0,162.0,315,1
DS02304,6.0,1.0,PERSONAL,NONE,NO,EL,5,304.0,162.0,315,1
DS02304,2.0,12.0,FEVER,NONE,NO,EL,1,310.0,256.0,315,1
DS02304,2.0,12.0,SICKNESS,NONE,NO,CMC,2,310.0,252.0,315,1
DS02304,2.0,12.0,PERSONAL WORK,NONE,NO,EL,2,308.0,252.0,315,1
DS02304,2.0,12.0,PERSONAL,NONE,NO,EL,3,305.0,252.0,315,1
DS02304,5.0,1.0,PERSONAL,NONE,NO,EL,1,303.0,182.0,315,1
DS02304,5.0,1.0,PERSONAL,NONE,NO,EL,3,300.0,182.0,315,1
DS02304,4.0,10.0,PERSONAL,NONE,NO,EL,1,314.0,306.0,315,1
DS02304,5.0,5.0,PERSONAL WORK,NONE,NO,EL,1,304.0,304.0,315,1
DS02304,5.0,5.0,SICK,NONE,NO,CMC,1,304.0,302.0,315,1
DS02304,5.0,5.0,FEVER,NONE,NO,CMC,2,304.0,298.0,315,1
DS02304,3.0,9.0,PERSONAL,NONE,NO,EL,2,310.0,174.0,315,1
DS02304,3.0,6.0,VISIT NATIVE,NONE,NO,EL,1,307.0,204.0,315,1
DS02304,4.0,12.0,PERSONAL WORK,NONE,NO,EL,1,305.0,240.0,315,1
DS02304,4.0,12.0,PERSONAL WORK,NONE,NO,EL,1,306.0,240.0,315,1
DS02304,4.0,12.0,PERSONAL WORK,NONE,NO,EL,1,303.0,240.0,315,1
